hour_of_day,day_of_week,region_code,source_ip_risk,request_count_5m,request_count_1h,principal_type,key_sensitivity,historical_access_rate,failed_auth_ratio,identity_mismatch,unusual_time,region_risk,request_frequency,possibility_of_fraud
4,1,0,0.21363051077335762,1,12,1,0.3772434501116536,0.8099309137220491,0.037466416360775814,0.00011306455,0.94660807,0.00010087077,0.0047350856,0.0008683231
13,3,0,0.504326480917991,7,60,2,0.6853049906435915,0.7713619935715781,0.0294513499427189,0.9985837,1.0,0.9934086,0.0027095813,0.99999857
2,5,4,0.7650149064790612,21,128,1,0.8505696163409762,0.08190464348810021,0.9041234667649097,1.0,1.0,1.0,0.99999994,1.0
22,3,0,0.03523439826609689,2,8,0,0.23678079480612846,0.8732382278929974,0.03137532440714146,5.6568654e-34,1.0,2.4661916e-31,8.7620786e-11,3.4469054e-29
4,1,0,0.18043488119927667,8,56,2,0.4262747958853334,0.9469015777625301,0.267317784538343,1.0,1.0,1.0,0.17327437,1.0
20,5,2,0.09872735631794435,9,41,2,0.5258155552737205,0.7674376144811292,0.008660880736163088,7.359534e-05,1.0,6.327516e-05,0.99981546,0.52963513
23,2,3,0.6683798647243924,28,137,1,0.9438621603743264,0.05870979095211319,0.758815652819399,1.0,1.0,1.0,1.0,1.0
5,4,0,0.2159398686125151,2,12,1,0.24673995839887725,0.8519891670810977,0.018009091917255783,0.0004557773,0.99678665,0.00055066566,0.22579435,0.009331041
1,6,4,0.6381864004900281,22,110,1,0.8585469514672153,0.0038795177146772482,0.5460898033648838,1.0,1.0,1.0,1.0,1.0
22,4,0,0.2343854460666133,2,12,0,0.2001373928357728,0.5574630284820737,0.036003126418642485,3.1151704e-30,1.0,2.5156138e-28,4.8456545e-09,7.490388e-26
5,2,0,0.26354232271559846,1,18,0,0.488770105725845,0.8705697919230841,0.11865854667183401,0.0020759797,0.93760115,0.0010448856,0.0005100169,0.033792157
5,3,0,0.14549642379076924,3,8,0,0.32116289050709684,0.8161756253091832,0.008359769314028966,0.04933209,0.9975558,0.080759995,0.985132,0.2121474
9,1,0,0.0444742032645019,0,18,0,0.30283073231947694,0.8190732175546656,0.1513993267462336,6.830532e-10,0.9999838,2.405329e-09,9.666349e-06,2.450698e-07
23,3,0,0.07673422371579702,2,10,0,0.3543650172441642,0.4643664566438159,0.0434411808443928,8.793669e-34,1.0,2.3790348e-31,1.6234152e-10,5.845339e-29
2,2,0,0.05482020648929086,1,12,0,0.4541277096772855,0.8480155847551257,0.06420658084050178,0.15185581,0.7388194,0.11815022,0.013091722,0.27034032
4,6,0,0.115925848533126,3,11,0,0.23678712385106376,0.7623604353458017,0.04940252105955427,0.719703,0.99128854,0.833909,0.97914064,0.9554654
21,0,0,0.29140422812551914,1,10,1,0.28588745957200584,0.7148386129095808,0.0635222104788263,3.6953187e-32,1.0,9.138478e-30,7.56515e-11,1.6702279e-27
9,4,0,0.11707363038228702,2,13,0,0.3208375872241796,0.6866777644446054,0.16965418955473635,9.584638e-07,0.9999897,1.862766e-06,0.13554929,9.127492e-05
0,6,4,0.6531569891689846,22,125,1,0.7181164194833121,0.247556210177841,0.9401187441487676,1.0,1.0,1.0,1.0,1.0
3,4,0,0.30450418222892556,0,9,0,0.524777427011596,0.5924922227688667,0.023979649549473354,0.00043518707,0.7776347,0.0005903629,0.0015918313,0.0032950398
5,0,2,0.024146885869885996,6,67,2,0.5630398701874311,0.8646051482823587,0.026656767422717567,0.99999785,1.0,0.99999845,3.0739955e-07,0.99999636
2,0,0,0.04011752569463467,1,12,0,0.4240352382855576,0.9506763426351549,0.04287328301847304,0.06531069,0.702736,0.041989755,0.00810822,0.12089957
18,1,0,0.28226491564278383,5,11,0,0.5879573145662702,0.6758038842780139,0.16658704076906578,2.8678333e-18,1.0,5.4805692e-17,0.041562974,3.0624783e-15
11,3,0,0.10203135910599355,10,73,2,0.6021712582039442,0.9354292582033494,0.3883328493468797,1.0,1.0,1.0,0.35234812,1.0
1,5,3,0.976528408268339,22,139,1,0.8510741003562097,0.07963483050316472,0.8975254465565563,1.0,1.0,1.0,0.9999992,1.0
6,4,0,0.01689920054859017,0,15,0,0.31271282389219157,0.6252278471922533,0.03789220164388375,7.016675e-07,0.99684167,1.5267244e-06,5.2226565e-05,4.013723e-05
8,2,2,0.27783879272972634,8,53,2,0.5364715560793964,0.9621071865791937,0.09484932086788508,1.0,1.0,1.0,0.94323695,1.0
23,3,3,0.8876661657467919,21,118,0,0.7376413940136376,0.045189953125074636,0.9805199689857372,1.0,1.0,1.0,1.0,1.0
21,1,0,0.11406799619825324,2,15,0,0.5845165345147565,0.9440479623177546,0.03622938455620716,3.6558748e-26,1.0,1.4147727e-24,1.0687302e-07,3.8733012e-22
9,4,0,0.0483054956254342,1,14,0,0.5159022371239765,0.7358962162179323,0.0021643276572879755,2.200097e-08,0.99998987,6.031955e-08,0.002157105,4.420863e-06
21,0,0,0.10131124235905516,8,60,2,0.4467446920949371,0.7113467830993281,0.595197185611084,2.7842148e-05,1.0,2.8633472e-06,0.020542378,0.7120956
4,3,0,0.3509086388031235,3,6,0,0.421105993472192,0.42254218430485957,0.00271846102318957,0.45979884,0.99180865,0.62761116,0.99408734,0.6965451
23,4,3,0.969732806160776,16,108,1,0.9500264669265319,0.043197427112203146,0.8420530725960359,1.0,1.0,1.0,0.9999095,1.0
17,3,0,0.3811336027411445,3,22,1,0.4723124326221871,0.36033442956294465,0.007937652261784238,1.2653017e-13,1.0,4.82332e-13,0.004524025,4.828114e-10
2,4,0,0.12942219812234315,2,7,0,0.4364025402476929,0.6456957481543801,0.050136019290357096,0.81337833,0.89217764,0.8704983,0.9332262,0.920702
13,6,0,0.30123894812179114,4,15,0,0.565221655181522,0.7574094853028759,0.039507475735979396,2.4129305e-08,0.99999994,6.054108e-08,0.8567467,4.7371514e-06
22,4,3,0.9788418548345406,20,120,1,0.8017744785022362,0.13605881822820037,0.9866492977121586,1.0,1.0,1.0,1.0,1.0
18,6,0,0.24030567374493111,1,11,0,0.5740446700967318,0.5598338623200293,0.028942281019168445,3.3850823e-25,1.0,1.2682576e-23,2.985784e-08,1.8778862e-21
13,4,0,0.09412870203307556,2,19,0,0.20442882873750812,0.870529018847232,0.13144779286789096,1.7159768e-10,0.9999999,4.87042e-10,0.0035563798,1.597601e-07
14,1,0,0.13089898239542858,2,13,0,0.4910929197756664,0.7551948290614497,0.02598431616310555,5.5288085e-15,1.0,4.1326114e-14,0.00072517566,3.3395144e-12
19,4,2,0.05892200876645428,9,68,2,0.699508590230974,0.9252359700467481,0.13976381008797725,0.9902251,1.0,0.9755471,0.20788229,0.99999976
22,0,3,0.9522529621101227,13,122,0,0.7497910104885438,0.13373966745891597,0.5747935092480773,1.0,1.0,1.0,0.00016714261,1.0
21,0,0,0.06724071903571589,4,12,1,0.25099080077721214,0.772181277110398,0.11055579751169325,7.814097e-26,1.0,3.3076652e-24,1.8116581e-05,3.316171e-22
0,4,0,0.3655771505115384,10,67,2,0.49739812905436726,0.6975963419616893,0.044427198122955466,1.0,1.0,1.0,0.56814027,1.0
10,6,0,0.3998477915973956,0,13,0,0.5279697747824652,0.9033462990239977,0.062450472085487534,2.8257023e-12,0.99999845,2.2075801e-11,3.0580166e-05,1.2790454e-09
5,6,0,0.18940633181974376,1,12,0,0.5033090832407199,0.7561783980177911,0.035773458222446146,0.000358945,0.9956786,0.0007200835,0.020384232,0.014900812
4,3,0,0.14890504922654207,2,11,0,0.45118883769242396,0.5640138734189202,0.023267278895489133,0.16338292,0.9856445,0.18358143,0.63773805,0.69946146
17,3,1,0.08972183877023124,1,12,1,0.4579256826982228,0.9143263578705635,0.028340821914173874,4.51107e-23,1.0,9.029602e-22,2.058307e-07,1.3301903e-19
3,5,0,0.3201725881190101,2,10,0,0.38617192451507737,0.37759206146513613,0.06518806562508801,0.80541795,0.9677428,0.8687461,0.82070047,0.96143526
3,2,0,0.22456507893256894,2,12,1,0.27324707139273113,0.7479909056854064,0.11678793404183699,0.12635796,0.87359565,0.095876336,0.29555416,0.37724298
14,6,2,0.7103154212226552,12,74,2,0.591559386184167,0.9974942165068199,0.17822108924628569,1.0,1.0,1.0,0.999749,1.0
4,5,0,0.1502586060175998,1,12,0,0.38331842200178967,0.8635942049180313,0.01684274447342026,0.0027877435,0.95371836,0.003447675,0.014954059,0.04060199
1,4,0,0.2847017135831081,1,7,0,0.4879628555280065,0.45287602663558907,0.037393535147803775,0.64255655,0.7808519,0.648472,0.4086725,0.7123343
17,4,0,0.18080655960506037,2,12,0,0.36126406315340565,0.4730231866340896,0.021169413079135287,6.6897368e-21,1.0,1.2845127e-19,9.618293e-06,1.3093292e-17
5,1,0,0.229751144133751,2,7,0,0.31412677939804623,0.8611880752458854,0.03249582146217233,0.0017201058,0.9970554,0.0019718553,0.81054246,0.008928186
7,1,0,0.2819065426532789,0,14,0,0.24173563402801004,0.8349340865868154,0.053318078197756906,3.2968334e-08,0.9997524,9.000607e-08,9.2356815e-05,3.0246892e-06
9,4,0,0.03769344252080906,4,14,0,0.5142037874999476,0.8194043783353666,0.055746161582477506,0.0011603284,0.999991,0.001883073,0.9858768,0.03629683
15,6,0,0.28039764939048617,0,9,0,0.2235469923851565,0.9495944508573927,0.06335268334358453,1.5268548e-23,1.0,8.087417e-22,8.244308e-09,4.4893948e-20
9,0,0,0.19656464392657724,0,13,0,0.34694785853787874,0.705733442366389,0.028840391227446846,1.0183536e-10,0.9999933,3.8682602e-10,5.4110325e-05,2.1776943e-08
17,4,1,0.019973402724981444,1,9,0,0.544611671857421,0.8444063888553826,0.05719117147064929,7.034317e-25,1.0,4.1772173e-23,2.6187116e-08,3.405865e-21
11,2,2,0.44656444991132194,8,64,2,0.6176129103385893,0.9955127887753014,0.17954176964726076,1.0,1.0,0.99999994,0.092812724,1.0
2,5,0,0.24714116454231144,4,11,1,0.23020280279854594,0.6973254284589744,0.15581420705987992,0.9994426,0.9977371,0.9996922,0.99924594,0.9996599
9,6,0,0.17682152956085195,3,17,0,0.3180286355004467,0.8923897005024607,0.02831865584846551,5.1332983e-05,0.99998873,7.806963e-05,0.4267697,0.0074587474
22,0,4,0.98764904680084,19,150,1,0.8417108668715696,0.0008523678540523125,0.8586872626864415,1.0,1.0,1.0,0.673497,1.0
1,3,1,0.07289302414115444,3,8,0,0.5923399527522518,0.8352302900160041,0.09812759800846184,0.99988204,0.99908143,0.9999077,0.998231,0.99987096
14,6,1,0.2873472298072307,0,13,0,0.3347709937713616,0.7756352426673702,0.052536210379169015,1.6088622e-18,1.0,2.4894709e-17,5.143066e-07,2.7341203e-15
20,2,0,0.20017148493719342,2,13,0,0.3705673518243696,0.5277754037789208,0.1058972142597174,1.5877852e-25,1.0,6.065074e-24,1.9789448e-07,1.2083911e-21
16,3,0,0.1704141745288372,1,13,1,0.5470688942714668,0.7651905166241676,0.034366331629733085,8.607898e-21,1.0,1.0389254e-19,1.3912457e-06,1.174114e-17
2,6,4,0.9813930181552645,20,117,1,0.9953238735368314,0.09557509166396681,0.7937332630375259,1.0,1.0,1.0,1.0,1.0
23,0,0,0.11516034070391977,3,8,1,0.23030140061111185,0.5994162188167661,0.07056146529279761,2.0065957e-34,1.0,7.339381e-32,6.794358e-10,1.0471803e-29
14,2,0,0.131892898564713,1,18,0,0.5119757314691055,0.7297985640213451,0.0493234458741813,3.552085e-14,1.0,2.0516106e-13,2.9205456e-05,7.453874e-11
19,0,0,0.20314610700852828,2,17,0,0.31031182214897085,0.9798107601539798,0.015956896341744735,2.3047873e-21,1.0,4.4765005e-20,3.7546392e-06,1.5051845e-17
0,3,0,0.12244981374250467,1,11,0,0.5043982752223162,0.7232921587200901,0.04867642265665729,0.4992764,0.9932941,0.54738295,0.025795083,0.3614093
20,5,1,0.13621003736726253,2,5,0,0.4837766920886291,0.5690958841132995,0.10935808990668125,2.2526214e-32,1.0,1.2217492e-29,2.2235719e-10,8.519015e-28
10,0,0,0.1237732279993862,1,11,0,0.29978270336499874,0.5033576354510697,0.07081238579183308,5.1848387e-11,0.9999989,1.9160638e-10,0.0011478256,7.45775e-09
21,6,2,0.3053961291806851,5,61,2,0.4398975754283328,0.8665914720888575,0.3641398097989615,2.2440754e-09,1.0,4.186561e-10,6.207733e-08,0.0007254751
19,2,0,0.12348549390671648,0,13,1,0.25277470520324596,0.8851934659614502,0.0820811805097571,3.2404544e-28,1.0,2.3761748e-26,2.050487e-10,4.9624774e-24
9,1,1,0.1287756780919779,0,9,0,0.4869442075227369,0.7358924599981378,0.1029641568007851,4.803529e-12,0.9999978,2.3309311e-11,5.7400946e-05,5.8164573e-10
3,4,0,0.7006671003203023,18,61,2,0.48805813604791276,0.92405027736896,0.17391214211162992,1.0,1.0,1.0,1.0,1.0
12,6,1,0.21894178794570962,2,4,0,0.2744928618919715,0.8549746943507989,0.005315032112115854,1.5153464e-18,1.0,3.6302648e-17,4.1430034e-05,4.4047548e-16
0,0,0,0.30164680014640627,1,14,0,0.3690682443650827,0.6009088748487764,0.08287569640367146,0.33467764,0.9978367,0.4195806,0.0024362947,0.16576321
10,2,1,0.1939014484411756,3,11,0,0.3534152300363987,0.9277720942819379,0.04895976126266823,5.701721e-07,0.99999774,1.0030094e-06,0.73807526,2.3689849e-05
10,0,0,0.244887693698245,1,8,0,0.44086459663935196,0.9469504378050086,0.01793466182082377,4.3742362e-13,0.99999964,2.2070737e-12,0.0003376144,3.3724107e-11
18,6,1,0.1577473481473747,2,12,0,0.5819787244426671,0.792718697710223,0.12459962412983541,2.631024e-22,1.0,7.082799e-21,3.6715687e-06,1.0005938e-18
21,6,0,0.23991189793432455,6,78,2,0.6219369607337156,0.9461157586679503,0.09929759836504085,1.9323227e-06,1.0,8.2778264e-08,2.9741234e-10,0.2343316
19,2,2,0.4363805779691152,10,53,2,0.5049616645810658,0.7300875087122416,0.003539257501866956,0.8707504,1.0,0.7613481,0.99981827,0.99999154
12,0,1,0.15118806849148986,0,9,0,0.3046081809177812,0.7436313075169342,0.009614562430775896,1.6672381e-17,1.0,2.2619136e-16,6.04354e-07,8.9334625e-15
11,2,0,0.49346060268278236,2,27,0,0.5789002155678262,0.7011742045936951,0.07118320349531482,7.553718e-07,0.99999666,7.648847e-07,0.00013694177,0.00055817445
8,0,1,0.23629401336309555,1,15,0,0.20290013918077793,0.990968914887958,0.09489756484682178,4.6671474e-07,0.9999558,7.334509e-07,0.0029045593,4.864101e-05
13,1,0,0.15238326731473684,1,13,0,0.5063223630816243,0.6574728899643602,0.057444124556240546,5.8865986e-15,1.0,3.9866995e-14,6.0580136e-05,3.5511065e-12
22,4,0,0.055925709268506006,1,21,0,0.2613513766207619,0.8115692831951239,0.056987461638177035,5.011649e-26,1.0,1.5895677e-24,1.0555033e-08,2.4321501e-21
0,5,0,0.07757275601094982,4,17,0,0.41270060480077997,0.7313478830197568,0.026995014082533575,0.9999989,0.9999998,0.99999917,0.99222875,0.9999969
21,1,2,0.10071031801662188,8,70,2,0.6740507906787725,0.9632429838593657,0.19882080238839742,0.004477381,1.0,0.0005074445,0.0004780974,0.9984324
12,6,0,0.20027831562966802,1,12,0,0.20918725797721183,0.8617323361646457,0.13776024675213988,2.0684933e-14,1.0,1.5986768e-13,0.00014573731,8.8265185e-12
7,4,2,0.3762193941795808,6,54,2,0.6557580470725808,0.7044347475443007,0.38339758733263674,0.9999998,1.0,0.99999964,0.0059819547,1.0
13,3,0,0.15205703172125995,2,15,1,0.43222891973283417,0.8297183740072698,0.045779629953959594,4.2141385e-13,1.0,1.942675e-12,0.0026717097,2.1077708e-10
3,5,0,0.20716850148947655,0,9,0,0.4026667394292499,0.305768347700635,0.2293357126373978,0.00061950204,0.8060971,0.00089451467,0.0018519812,0.005602543
19,0,0,0.019022191938364238,4,16,0,0.3185805798119109,0.5094614299567343,0.09000388655688664,4.8081796e-18,1.0,6.377879e-17,0.0046135755,1.4302068e-14
1,2,0,0.09414179097484308,3,12,0,0.4021578768758337,0.8388986768003157,0.011831522419836617,0.99984497,0.99969184,0.99984336,0.9818275,0.99977916
10,0,0,0.27722451304241624,8,54,2,0.5643028683312368,0.5779195257345592,0.03723780858984372,0.9999999,1.0,0.9999997,0.72785944,1.0
0,4,3,0.8358415601962356,18,107,0,0.9543185396913878,0.010843396996604093,0.7048227706246567,1.0,1.0,1.0,0.9999999,1.0
4,4,4,0.8971787539712941,16,117,1,0.7384202962086447,0.10743823589009537,0.9813696699744753,1.0,1.0,1.0,0.9744625,1.0
5,5,0,0.2469378726754757,6,12,0,0.3972881116719529,0.6026134663708322,0.08504510244934789,0.99992484,0.9998857,0.9999828,0.99999434,0.9999849
0,4,4,0.8204597635905316,18,118,0,0.7708548872011565,0.22161060283691725,0.49524032798223316,1.0,1.0,1.0,0.9999755,1.0
21,0,2,0.45414746987083765,8,70,2,0.6221168377132797,0.9880152217452454,0.03284656736795934,0.0031139308,1.0,0.00033353973,0.0004899751,0.9973855
3,6,4,0.8145264603347223,19,113,1,0.9610081199362739,0.07249175262049566,0.9961971215000082,1.0,1.0,1.0,1.0,1.0
2,6,3,0.7385378456539438,24,124,1,0.7763381519939528,0.06494283671509406,0.6047217233519987,1.0,1.0,1.0,1.0,1.0
16,2,0,0.10738829025309614,1,14,0,0.434767510681493,0.8530940084616409,0.11758186567974066,1.2343806e-19,1.0,1.5589166e-18,1.9712684e-06,2.1461819e-16
23,0,0,0.24758587848021535,2,9,0,0.3928255257816303,0.3958679845167432,0.011589214064928298,1.7337176e-34,1.0,7.111944e-32,5.7280042e-11,1.5451191e-29
17,6,0,0.1450379130934842,3,6,1,0.4429604064776078,0.9168886724833065,0.07411627268648471,3.5813792e-25,1.0,1.7084509e-23,2.687233e-06,5.335596e-22
1,0,0,0.13459201570668577,1,16,0,0.5569807262116424,0.7998174668075666,0.019495717701528085,0.20599747,0.989526,0.21328995,0.0006116833,0.12819366
1,2,0,0.13753438027265408,3,13,0,0.4323614949666423,0.8043078792918904,0.04194912890679223,0.99990696,0.99985915,0.9999003,0.9732848,0.9998606
2,5,4,0.9169400466939708,17,122,1,0.8730815504335085,0.04641875348247073,0.8989380147835379,1.0,1.0,1.0,0.9911903,1.0
18,1,0,0.11220818023744189,2,10,0,0.4294561045761516,0.3841851728634389,0.21486674080286722,4.1421946e-24,1.0,1.3459247e-22,4.915909e-07,1.3951387e-20
19,0,0,0.07289857930185765,3,18,0,0.33749314229137517,0.5685180581324056,0.014963903065873894,1.2670808e-18,1.0,1.6305436e-17,0.00026062463,6.9000854e-15
5,6,1,0.0933071239005129,4,8,0,0.39973712562602126,0.5782844522940737,0.0439347007633521,0.60848415,0.9980027,0.79858243,0.9991789,0.9103945
7,1,2,0.05892281258890113,7,67,2,0.6263121621406571,0.7939017184538437,0.038887499447612134,1.0,1.0,0.99999994,7.80592e-05,1.0
15,6,0,0.17653867349782684,1,12,0,0.46880080873595786,0.37393251785895865,0.02020974401547669,5.5150846e-19,1.0,7.518042e-18,4.573021e-06,7.0379184e-16
23,2,3,0.8638539903643375,24,142,0,0.743071529017683,0.13180243140748818,0.9699677396017778,1.0,1.0,1.0,1.0,1.0
12,2,2,0.5866446672319077,15,58,2,0.5400187291494064,0.8104158569176102,0.1403746070059867,1.0,1.0,1.0,1.0,1.0
17,0,0,0.6872920094274589,4,63,2,0.5854844864515172,0.9566269779653168,0.21564506083892224,2.7847822e-08,0.9999988,9.097528e-10,1.169021e-10,0.00020441081
12,2,2,0.22530107406634745,11,59,2,0.5244970246353124,0.9356304332160141,0.23583591253714178,1.0,1.0,1.0,0.9999799,1.0
22,6,3,0.9927536164202191,23,119,1,0.8067631644577211,0.04694979534998887,0.9186693075291235,1.0,1.0,1.0,1.0,1.0
14,6,1,0.1585514145318748,3,13,0,0.3427461540852345,0.6583376738110218,0.007267192099765829,7.837e-13,1.0,4.651364e-12,0.045763984,3.7028672e-10
20,3,0,0.15223206438589176,3,12,0,0.30745105521381866,0.9488745368985434,0.17433505623159384,5.243698e-25,1.0,2.0050766e-23,3.2323198e-06,2.3613706e-21
2,5,4,0.8936684286136207,19,114,1,0.8452724257058262,0.2052975190728014,0.8714710730697064,1.0,1.0,1.0,0.9999999,1.0
12,4,0,0.2620057874659807,1,8,1,0.35673870204031577,0.8640281097285759,0.16453129912059533,3.983235e-17,1.0,3.250862e-16,2.9148941e-05,8.638781e-15
8,0,0,0.28285121049620404,2,11,0,0.5669607125565516,0.2586805468453492,0.0011857282682639467,1.9387058e-05,0.9999516,2.2454145e-05,0.32777473,0.0005803298
21,3,0,0.6866688999502529,9,52,2,0.4091758418085656,0.9362575680209753,0.40732393329004385,0.00012579995,1.0,3.8445913e-05,0.9708158,0.88912034
14,2,0,0.01527434694718452,2,12,0,0.38383094149134933,0.9104678550218506,0.060633321542450824,6.884727e-16,1.0,5.9810784e-15,0.0004640038,3.5478687e-13
22,0,0,0.3496183645294929,5,11,1,0.573541748540118,0.7449932226914106,0.024238871493925406,9.769301e-27,1.0,5.8126866e-25,7.3572046e-05,4.8726083e-23
3,4,1,0.2150820177037794,2,10,0,0.24671717546920524,0.7617535912851904,0.01037354385798469,0.7139349,0.9693394,0.79724103,0.85325575,0.9366057
16,5,0,0.029726262182374785,1,8,0,0.43024217594129255,0.3278582559344371,0.0242603470538285,5.585277e-24,1.0,2.6645472e-22,6.3537456e-08,1.5093335e-20
23,5,3,0.8522424137110984,16,120,0,0.7899914892730793,0.001695985783488084,0.9646532520699665,1.0,1.0,1.0,0.9934641,1.0
19,3,0,0.3338803726085732,9,61,2,0.6538227175670248,0.8691749814439059,0.05194455718390622,0.33480743,1.0,0.10174322,0.6169718,0.9999349
6,2,1,0.024378450039565694,1,12,0,0.35534964614008085,0.6888514875249054,0.042772362327823416,2.8790211e-05,0.9993023,4.8732938e-05,0.015830772,0.0014108454
20,4,0,0.010329082089196575,6,9,0,0.22151776036112747,0.9082804260942863,0.009998877130786964,5.411849e-23,1.0,2.2330926e-21,0.01213595,7.606916e-20
11,5,2,0.15445167930181933,7,58,2,0.5523137390879045,0.8613434241284265,0.032145025454792,0.99999696,1.0,0.9999922,0.044416595,1.0
3,1,0,0.16410084891322255,3,10,0,0.21811009335356385,0.9072129679662393,0.1386086948686599,0.9631094,0.98703194,0.9754946,0.98870844,0.98594266
6,2,0,0.23733815036612374,3,12,0,0.47316853323877467,0.8186583875639859,0.06298594059592975,0.04596721,0.9993051,0.057163298,0.9612277,0.40888834
11,5,0,0.21209203636966578,1,8,0,0.32612491878113054,0.7967074210293589,0.06177491760635716,5.8138245e-15,0.9999999,4.187431e-14,0.000121168116,8.425677e-13
11,5,0,0.3280223797833306,8,71,2,0.5213322590045794,0.9355157042316244,0.5330613374364711,0.99999994,1.0,0.9999999,0.00077125506,1.0
12,1,0,0.0680035130763578,4,16,0,0.4029788444413279,0.7923193115234326,0.022819470922579802,1.6860049e-06,0.99999976,1.8758332e-06,0.9171769,0.000117326774
21,4,0,0.33266379736658225,0,19,0,0.5526308298567164,0.8984807066537069,0.04167874278884879,7.944356e-27,1.0,2.4802285e-25,7.8802104e-10,2.2652571e-22
0,3,0,0.031216560475586304,2,14,0,0.39905257913529213,0.8152575502326407,0.06534910048132178,0.9903472,0.9998529,0.993008,0.3144578,0.9788703
4,1,4,0.9854794689220882,18,112,0,0.7934629755117242,0.07757718220010767,0.9843833547202608,1.0,1.0,1.0,0.9999995,1.0
23,3,2,0.7769353373218392,8,61,2,0.6952515782091415,0.901299395013794,0.055165376859653927,1.9002177e-06,1.0,3.884349e-07,0.0195833,0.559571
9,2,0,0.057116769412722555,1,10,0,0.42397305213523406,0.7185695327601642,0.04358476458730797,3.488568e-10,0.9999959,1.1891446e-09,0.0028500073,3.0027973e-08
1,2,0,0.09531750302807081,3,4,0,0.3022667634224031,0.3203177658052274,0.07161649748755336,0.98822576,0.9321673,0.9922911,0.99664336,0.9893128
23,0,0,0.4095418387468743,8,73,2,0.5606532337225081,0.8381080308841224,0.2003960604616474,7.4730974e-06,1.0,3.693642e-07,1.7070597e-05,0.6600935
0,5,0,0.13249597470152957,3,12,1,0.3933645570939962,0.6862614143190208,0.059249774643800886,0.9988438,0.9997995,0.9988174,0.9618621,0.99679136
17,2,0,0.18510742687454182,1,8,0,0.28524024000244774,0.6531887517070283,0.061667435959244406,6.481302e-26,1.0,5.266634e-24,9.539499e-09,3.482258e-22
23,1,2,0.3165018895745167,7,59,2,0.6270795094595624,0.7852052530635908,0.008429282069694576,3.7549595e-09,1.0,6.2962435e-10,0.00044593244,0.0017311983
12,4,0,0.4710272113953733,3,10,0,0.5480981109278014,0.5980315841540486,0.015771272273349488,3.0372035e-11,0.99999994,1.3145213e-10,0.1584908,3.9064245e-09
9,5,0,0.2177306814521569,0,12,0,0.3171319990538367,0.9388599472743162,0.01591001521384407,1.6180694e-11,0.999994,1.0478118e-10,5.9082147e-05,3.7558903e-09
3,1,3,0.7706938241858257,17,131,0,0.8036996700614731,0.10655696264802077,0.7608307630060074,1.0,1.0,1.0,0.40055847,1.0
7,0,0,0.14897653980399714,10,52,2,0.4555730433663147,0.9098250745909369,0.17979710046108865,1.0,1.0,1.0,0.99992794,1.0
19,3,0,0.06510199960362102,2,11,0,0.29151400812358375,0.8403918684582742,0.01690626885571449,1.0295286e-25,1.0,3.7717988e-24,1.7324969e-07,5.021898e-22
19,0,2,0.34625105159315434,5,54,2,0.5079888382605443,0.8894174998813045,0.10922492188549059,5.3192815e-09,1.0,7.3706496e-10,2.1479534e-06,0.00019245344
3,3,0,0.22098968155700768,3,14,0,0.580657172994699,0.6190469254579731,0.10784187724336716,0.9990219,0.99802935,0.9993992,0.9567498,0.99974114
0,3,3,0.7074157686668296,21,126,1,0.944510296983263,0.13211586582470605,0.8246680674867558,1.0,1.0,1.0,0.99999994,1.0
1,2,4,0.8652124985742766,29,130,1,0.881828795029235,0.004239072589427584,0.8785668479254667,1.0,1.0,1.0,1.0,1.0
15,1,0,0.028063216751734545,3,12,0,0.561768359939368,0.5368503343938991,0.013285803923833592,1.5601445e-15,1.0,1.446787e-14,0.0047983583,9.170283e-13
20,5,0,0.13657708902767118,3,18,0,0.4853760008098371,0.7360672527892845,0.019421537274040526,1.1524574e-20,1.0,2.2102972e-19,7.39767e-05,1.1553737e-16
6,3,1,0.1671852345911659,5,10,1,0.3617876960317616,0.6273556129821249,0.11084816809485214,0.81271803,0.999734,0.91464794,0.9999039,0.9400248
12,0,0,0.1146352335953551,2,13,0,0.21172957339088883,0.7652566602868063,0.0087165057633204,1.0285056e-11,0.99999994,4.0039434e-11,0.006369676,2.3999993e-09
1,6,4,0.9212133306939227,16,129,1,0.8047055825440605,0.25493354157956216,0.9021470624833763,1.0,1.0,1.0,0.06391495,1.0
8,0,0,0.32805808614112586,2,12,0,0.42228548332117505,0.7557038011883231,0.0407407718475314,1.5606816e-05,0.99994797,1.6562084e-05,0.29590043,0.00046284092
1,6,0,0.06915478259097303,1,17,1,0.5452502977238809,0.9088575377530499,0.07670369377263271,0.018499242,0.98111004,0.013428786,0.00022452082,0.011841543
12,6,1,0.2248133723615378,3,12,0,0.28669246162518813,0.8226201978070652,0.04054135069653581,5.0674887e-10,0.9999999,1.8826174e-09,0.31345958,8.2548226e-08
15,2,0,0.11498832824382184,2,10,0,0.31100512308258266,0.8662620212807429,0.0700909744226969,4.98119e-19,1.0,7.000132e-18,3.8358496e-05,2.963627e-16
23,1,4,0.962984452274138,19,124,0,0.9668556135034082,0.07266072863342787,0.8806383531634906,1.0,1.0,1.0,0.99999934,1.0
2,4,3,0.9848798055487006,16,124,1,0.7238977367017608,0.13864218221127234,0.46205471885860006,1.0,1.0,1.0,0.21258822,1.0
17,6,0,0.6924067462093174,3,57,2,0.4558451217545053,0.6453048224699842,0.3573058333430307,1.6169388e-09,0.99999964,1.9248918e-10,1.1113932e-10,2.817195e-05
